Ref ID,Reference,Propellant type,Test #,Mass (kg),Measurement Distance (m),Burn time (sec),Peak flux (cal/cm^2/s),Av. flux (cal/cm^2/s),Notes,Drum diameter (cm),Type
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",GP11,2,100,3,42,0.754972875,0.284895425,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",GP11,2,100,3,42,0.765521398,0.288875999,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",GP11,2,100,3,42,0.816757083,0.30821022,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",GP11,2,100,3,42,0.901145268,0.340054818,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,3,10,3,32,0.168314873,0.063515047,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,3,10,2,32,0.23931962,0.090309291,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,3,10,2,32,0.243275316,0.091802006,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,3,10,2,32,0.259098101,0.097772868,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,3,10,2,32,0.314477848,0.118670886,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,3,10,1,32,0.913765823,0.344817292,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,3,10,1,32,0.951344937,0.358998089,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,3,10,1,32,1.204509494,0.454531884,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,3,10,1,32,1.275712025,0.481400764,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,4,10,2,33,0.216724204,0.081782719,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,4,10,2,33,0.216724204,0.081782719,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,4,10,2,33,0.232067511,0.087572645,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,4,10,2,33,0.274261603,0.103494945,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,4,10,1,33,0.81703107,0.308313611,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,4,10,1,33,0.886075949,0.334368283,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
